Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
8/21/2019,LTCUSD,75.11,75.32,69.9,72.76,10834.94,783610.05
8/20/2019,LTCUSD,77.18,77.34,73.68,75.11,3558.11,268481.33
8/19/2019,LTCUSD,76.36,78.84,75.67,77.18,10277.27,792689.96
8/18/2019,LTCUSD,72.74,78.04,71.53,76.36,8284.01,622417.28
8/17/2019,LTCUSD,74.79,75.38,71.82,72.74,4492.7,328337.94
8/16/2019,LTCUSD,76.3,76.46,72.44,74.79,6358.59,472065.18
8/15/2019,LTCUSD,75.41,77.68,70.24,76.3,8279.66,619443.26
8/14/2019,LTCUSD,84.36,85.83,74.77,75.41,17024.35,1353191.26
8/13/2019,LTCUSD,85.66,86.52,82.99,84.36,7413.75,626688.34
8/12/2019,LTCUSD,90.03,90.03,85.37,85.66,8972.27,780504.83
8/11/2019,LTCUSD,85.17,91.46,84.93,90.03,6456.32,573674.83
8/10/2019,LTCUSD,84.36,87.15,81.51,85.17,19209.2,1626685.83
8/9/2019,LTCUSD,89.95,89.95,82.36,84.36,19508.69,1660565.96
8/8/2019,LTCUSD,90.48,92.73,87.7,89.95,8451.02,761184.45
8/7/2019,LTCUSD,92.99,94.3,87.3,90.48,13277.28,1204640.87
8/6/2019,LTCUSD,96.24,99.24,90.97,92.99,11280.95,1064416.21
8/5/2019,LTCUSD,93.17,107.1,92.93,96.24,22899.71,2266335.39
8/4/2019,LTCUSD,94.11,94.73,90.56,93.17,5379.13,498663.61
8/3/2019,LTCUSD,94.99,96.69,93.61,94.11,13609.52,1292704.64
8/2/2019,LTCUSD,98.95,98.95,92.68,94.99,8646.96,830016.56
8/1/2019,LTCUSD,98.89,100.85,96,98.95,7476.53,737271.87
7/31/2019,LTCUSD,90.33,99.85,90.16,98.89,9136.67,879979.68
7/30/2019,LTCUSD,90.26,92.9,88.35,90.33,2911.42,263175.27
7/29/2019,LTCUSD,90.02,92.25,87.81,90.26,7253.78,655022.58
7/28/2019,LTCUSD,88.62,90.79,83.19,90.02,6430.27,566491.05
7/27/2019,LTCUSD,94.5,96.36,86.79,88.62,9431.92,848399.28
7/26/2019,LTCUSD,93.54,95.19,90.19,94.5,5725.79,533864.2
7/25/2019,LTCUSD,94.52,96.66,91.5,93.54,7060.89,665561.56
7/24/2019,LTCUSD,89.8,97.1,87,94.52,15662.89,1440331.97
7/23/2019,LTCUSD,95.13,95.13,88.51,89.8,15426.1,1407336.89
7/22/2019,LTCUSD,99.83,100.94,91.24,95.13,22295.55,2110206.86
7/21/2019,LTCUSD,100.01,101.61,96.43,99.83,3756.18,370299.37
7/20/2019,LTCUSD,98.59,105.99,97.83,100.01,10082.16,1033645.03
7/19/2019,LTCUSD,101.31,101.64,95,98.59,12197.13,1190129.78
7/18/2019,LTCUSD,90.09,104.88,87.14,101.31,30205.55,2893249.18
7/17/2019,LTCUSD,79.75,94.74,77,90.09,44845.16,3940531.35
7/16/2019,LTCUSD,90.76,91.99,76.68,79.75,51202.83,4237564.34
7/15/2019,LTCUSD,89.9,93.62,84.9,90.76,23515.56,2098727.12
7/14/2019,LTCUSD,101.01,101.81,88.05,89.9,22878.25,2126554.21
7/13/2019,LTCUSD,105.15,105.41,97.78,101.01,8988.62,909326.91
7/12/2019,LTCUSD,102.77,107.07,100.79,105.15,7869.81,822284.87
7/11/2019,LTCUSD,108.41,108.41,95.3,102.79,39241.79,3960353.42
7/10/2019,LTCUSD,119.2,120.49,102.43,108.41,78982.55,8564528.84
7/9/2019,LTCUSD,123.36,124.21,117.95,119.2,16803.31,2022451.26
7/8/2019,LTCUSD,120.53,125.19,118.5,123.36,15200.81,1840509.37
7/7/2019,LTCUSD,118.37,121,117.15,120.53,3924.67,466338.41
7/6/2019,LTCUSD,118.5,122.02,117.42,118.37,6225.03,745045.56
7/5/2019,LTCUSD,119.94,120.85,116.68,118.5,11631.59,1377300.7
7/4/2019,LTCUSD,122.08,127.23,118.63,119.94,12656.83,1553309.97
7/3/2019,LTCUSD,118.54,122.93,117.36,122.08,12289.03,1479567.49
7/2/2019,LTCUSD,120.66,120.66,112.07,118.54,23816.92,2780719.33
7/1/2019,LTCUSD,121.51,126.16,113.72,120.66,19482.48,2315571.68
6/30/2019,LTCUSD,133.61,136.5,119.48,121.51,16013.37,2044226.79
6/29/2019,LTCUSD,119.74,136.28,115.01,133.61,22184.71,2854123.04
6/28/2019,LTCUSD,114.1,121.69,112.43,119.74,9596.61,1122519.63
6/27/2019,LTCUSD,130.81,132.18,109.88,114.1,28893.65,3388120.14
6/26/2019,LTCUSD,135.5,138,125.77,130.81,31279.72,4181728.08
6/25/2019,LTCUSD,135.53,138.2,128.88,135.5,13213.52,1770117.29
6/24/2019,LTCUSD,136.54,136.58,132.2,135.53,11814.04,1592841.6
6/23/2019,LTCUSD,141.63,141.99,135.73,136.54,4361.25,608051.73
6/22/2019,LTCUSD,139.34,146.08,137,141.63,25929.27,3641121.96
6/21/2019,LTCUSD,135.68,142.11,135.6,139.34,40126.95,5533864.37
6/20/2019,LTCUSD,136.69,137.04,133.52,135.68,12040.76,1631714.94
6/19/2019,LTCUSD,135.37,139.63,133.72,136.69,11899.02,1630822.98
6/18/2019,LTCUSD,134.16,136.98,129,135.37,11621.13,1546137.24
6/17/2019,LTCUSD,136.7,137.34,132.35,134.16,6562.97,881576.06
6/16/2019,LTCUSD,138.57,139.21,133.79,136.7,4373.6,595810.97
6/15/2019,LTCUSD,132.92,139.9,132.9,138.57,8740.6,1192473.38
6/14/2019,LTCUSD,131.26,133.01,125,132.92,43611.73,5592951.27
6/13/2019,LTCUSD,136.34,137,128.17,131.26,17789.62,2368305.16
6/12/2019,LTCUSD,136.26,144.13,130.75,136.34,31628.19,4365226.84
6/11/2019,LTCUSD,130.32,138.8,125.55,136.26,22993.92,3054853.21
6/10/2019,LTCUSD,115.29,132,112.54,130.32,40857.05,5157909.37
6/9/2019,LTCUSD,118.63,119.4,111.8,115.29,3438.24,396533.32
6/8/2019,LTCUSD,118.14,120,113.82,118.63,6451.05,748007.6
6/7/2019,LTCUSD,111.51,121.28,110.15,118.14,35475.96,4113161.73
6/6/2019,LTCUSD,103.74,112.31,101.09,111.51,10303.71,1099868.5
6/5/2019,LTCUSD,102,105.7,100.02,103.74,10934.34,1123674.28
6/4/2019,LTCUSD,106.27,106.35,97.65,102,22991.64,2352120.65
6/3/2019,LTCUSD,114.66,120.88,104.82,106.27,59312.22,6652801.95
6/2/2019,LTCUSD,112.94,116.83,111.72,114.66,3505.19,401843.6
6/1/2019,LTCUSD,113.21,115.96,111.12,112.94,10128.71,1150225.35
5/31/2019,LTCUSD,108.37,113.28,104.77,113.21,19343.47,2104954.7
5/30/2019,LTCUSD,114.71,120.87,102,108.37,51413.27,5769928.02
5/29/2019,LTCUSD,114.92,118.52,108.77,114.71,12646.93,1455395.67
5/28/2019,LTCUSD,116.2,118.42,111.7,114.92,12398.31,1419899.89
5/27/2019,LTCUSD,112.21,122,110.48,116.2,19065.7,2196372.48
5/26/2019,LTCUSD,102.85,114.77,99.7,112.21,15642.47,1673543.14
5/25/2019,LTCUSD,101.02,105.28,99.04,102.85,8579,881768.93
5/24/2019,LTCUSD,89.02,103.99,88.5,101.02,16782.24,1638244.81
5/23/2019,LTCUSD,87.9,89.88,84.8,89.02,5124.92,447626.12
5/22/2019,LTCUSD,91.19,92.37,85.55,87.9,22411.19,2004346.84
5/21/2019,LTCUSD,91.73,93.67,89.49,91.19,7676.79,702800.45
5/20/2019,LTCUSD,95.28,95.28,87.77,91.73,13111.58,1189920.93
5/19/2019,LTCUSD,87.2,97.32,86.32,95.28,6926.06,644043.15
5/18/2019,LTCUSD,90.11,90.94,85.39,87.2,3326.04,292769.39
5/17/2019,LTCUSD,95.9,97.69,82.76,90.11,25668.82,2309528.12
5/16/2019,LTCUSD,102.7,107.37,91,95.9,44179.78,4327866.01
5/15/2019,LTCUSD,91.56,107.28,90.67,102.7,38672.56,3804069.88
5/14/2019,LTCUSD,87.83,94.58,86.24,91.56,16517.45,1485760.86
5/13/2019,LTCUSD,84.57,93.51,84.53,87.83,48742.36,4353272.88
5/12/2019,LTCUSD,88.18,94.16,82.61,84.57,17227.04,1504044.42
5/11/2019,LTCUSD,77.65,96,76.42,88.18,21727.18,1918661.28
5/10/2019,LTCUSD,73.84,79.19,72.4,77.65,9572.34,725066.85
5/9/2019,LTCUSD,73.87,75.49,72.28,73.84,11448.81,842360.44
5/8/2019,LTCUSD,73.21,74.86,71.5,73.87,4713.98,344168.57
5/7/2019,LTCUSD,74.35,77.99,72.83,73.21,3513.5,264316.19
5/6/2019,LTCUSD,74.87,76.03,70.92,74.35,21852.48,1595915.12
5/5/2019,LTCUSD,76.94,77.45,74.58,74.87,6275.35,473738.81
5/4/2019,LTCUSD,77.89,81.51,73.51,76.94,9352.37,722938.73
5/3/2019,LTCUSD,72.41,79.5,72,77.89,11550.23,884973.2
5/2/2019,LTCUSD,72.57,75.5,71.5,72.41,13799.11,999689.86
5/1/2019,LTCUSD,73.22,74.66,71.2,72.57,3647.52,264297.3
4/30/2019,LTCUSD,66.43,73.9,66.43,73.22,9983.23,706753.28
4/29/2019,LTCUSD,67.91,68.4,65.1,66.43,5689.02,376755.64
4/28/2019,LTCUSD,70.74,71.87,66.96,67.91,9754.95,669572.99
4/27/2019,LTCUSD,71.39,74.76,70.21,70.74,1834.97,130125.26
4/26/2019,LTCUSD,70.72,73.35,68.94,71.39,5754.2,410097.23
4/25/2019,LTCUSD,73.37,74.6,68.98,70.72,14679.16,1043761.92
4/24/2019,LTCUSD,74.3,75.15,70.47,73.37,16816.45,1212159.16
4/23/2019,LTCUSD,76.92,79.57,74,74.3,9917.08,758740.57
4/22/2019,LTCUSD,77.55,78.31,75.71,76.92,7920.39,610130.54
4/21/2019,LTCUSD,81.46,82.19,73.57,77.55,14573.44,1125575.74
4/20/2019,LTCUSD,82.69,82.94,79.89,81.46,2521.29,204155.55
4/19/2019,LTCUSD,82.25,83.49,80.15,82.69,3249.01,266301.52
4/18/2019,LTCUSD,79.22,83.99,79.22,82.25,7243.1,593117.72
4/17/2019,LTCUSD,81.26,81.93,78.69,79.22,2925.69,233238.16
4/16/2019,LTCUSD,78.58,81.95,77.28,81.26,3727.48,297559.63
4/15/2019,LTCUSD,83.5,84.57,75,78.58,16217.77,1277601.97
4/14/2019,LTCUSD,78.13,83.67,76.5,83.5,3881.83,306341.61
4/13/2019,LTCUSD,79.23,82.4,76.5,78.13,2937.65,235816.47
4/12/2019,LTCUSD,79.61,80.74,75.35,79.23,6908.72,541906.15
4/11/2019,LTCUSD,88.61,88.73,75.37,79.61,24234.69,1932418.73
4/10/2019,LTCUSD,87,91.9,86.67,88.61,13203.55,1173827.67
4/9/2019,LTCUSD,89.61,89.63,84.1,87,5906.15,516718.64
4/8/2019,LTCUSD,91.99,94.79,86.77,89.61,11870.78,1061003.17
4/7/2019,LTCUSD,92,95.78,89,91.99,4393.76,403102.6
4/6/2019,LTCUSD,88.9,97.66,85.46,92,10461.91,957006.96
4/5/2019,LTCUSD,84.76,90.31,84.32,88.9,9084.24,799146.86
4/4/2019,LTCUSD,85.72,90.28,80.52,84.76,23211.87,1979498.9
4/3/2019,LTCUSD,77.39,99.59,75.51,85.72,113288.97,9765826.55
4/2/2019,LTCUSD,60.46,79.16,60.2,77.39,61111.32,4215437.02
4/1/2019,LTCUSD,60.3,60.75,59.97,60.46,4185.88,252662.22
3/31/2019,LTCUSD,60.33,60.5,59.71,60.3,1323.85,79612.77
3/30/2019,LTCUSD,61.22,61.41,59.75,60.33,3096.34,187292.94
3/29/2019,LTCUSD,60.19,61.24,59.93,61.22,5210.98,316651.46
3/28/2019,LTCUSD,61.37,61.37,60,60.19,5291.62,319110.72
3/27/2019,LTCUSD,58.46,61.52,58.32,61.37,12286.7,741522.06
3/26/2019,LTCUSD,58.86,58.86,57.4,58.46,6069.14,352783.05
3/25/2019,LTCUSD,59.46,60.08,57.82,58.86,5606.12,329258.25
3/24/2019,LTCUSD,60.73,60.73,58.81,59.46,2106.87,125286.07
3/23/2019,LTCUSD,59.25,61.2,59.04,60.73,6884.62,414288.86
3/22/2019,LTCUSD,58.34,59.49,58,59.25,2034.75,119572.66
3/21/2019,LTCUSD,60.09,60.47,57.15,58.34,4674.51,275014.49
3/20/2019,LTCUSD,59.33,60.4,56.95,60.09,5861.3,345992.57
3/19/2019,LTCUSD,59.04,59.69,58.33,59.33,5161.83,305001.08
3/18/2019,LTCUSD,60.32,62.13,57.9,59.04,9080.52,540271.42
3/17/2019,LTCUSD,60.89,61.1,59.47,60.32,2679.78,161472.57
3/16/2019,LTCUSD,58.4,61.54,58.17,60.89,8510.12,516497.99
3/15/2019,LTCUSD,55.67,58.52,55.53,58.4,8469.88,488620.89
3/14/2019,LTCUSD,55.11,57.7,53.2,55.67,8196.65,453347.99
3/13/2019,LTCUSD,56.16,56.65,54.32,55.11,4271.15,235969.47
3/12/2019,LTCUSD,54.72,56.93,52.17,56.16,6163.03,337992.03
3/11/2019,LTCUSD,56.4,57.41,53.75,54.72,10032.63,555291.68
3/10/2019,LTCUSD,57.77,57.99,55.61,56.4,5028.06,284859.19
3/9/2019,LTCUSD,55.2,58.81,55.2,57.77,12743.62,734069.53
3/8/2019,LTCUSD,56.39,57.99,53.88,55.2,20921.32,1176345.62
3/7/2019,LTCUSD,55.26,58.58,54,56.39,19489.37,1097568.81
3/6/2019,LTCUSD,52.49,56.38,51.41,55.26,20515.2,1099803.79
3/5/2019,LTCUSD,45.54,54.16,45.32,52.49,23100.25,1188118.95
3/4/2019,LTCUSD,47.57,48.39,44.67,45.54,4368.93,200825.28
3/3/2019,LTCUSD,48.83,49.74,47.08,47.57,4204.99,202608.65
3/2/2019,LTCUSD,48.7,49.75,46.1,48.83,1233.79,59274.33
3/1/2019,LTCUSD,45.36,49,44.67,48.7,8575.45,409640.29
2/28/2019,LTCUSD,45.09,47.42,44.55,45.36,7448.23,339776.96
2/27/2019,LTCUSD,44.65,45.5,42.59,45.09,6845.07,302472.35
2/26/2019,LTCUSD,45.43,45.76,44.17,44.65,5262.65,236734.03
2/25/2019,LTCUSD,43.65,47.7,43.21,45.43,8612.24,388933.05
2/24/2019,LTCUSD,51.03,53.97,42.57,43.65,27339.92,1267848.82
2/23/2019,LTCUSD,48.39,51.94,48.01,51.03,6626.65,338340.11
2/22/2019,LTCUSD,48.35,50.21,47.77,48.39,7061.57,344813.54
2/21/2019,LTCUSD,51.2,51.21,47.55,48.35,9043.32,441610.94
2/20/2019,LTCUSD,47,52,46.17,51.2,14485.35,719502.34
2/19/2019,LTCUSD,47.54,48.75,46.07,47,12759.31,606170.48
2/18/2019,LTCUSD,43.5,48.95,43.11,47.54,19653.38,902517.17
2/17/2019,LTCUSD,43.86,44.5,42.12,43.5,5843.48,251542.89
2/16/2019,LTCUSD,42.5,44.21,42.33,43.86,3579.33,155144.93
2/15/2019,LTCUSD,40.83,44.16,40.55,42.5,11997.9,504162.44
2/14/2019,LTCUSD,41.31,41.96,39.47,40.83,6205.34,251981.03
2/13/2019,LTCUSD,44.15,44.21,40.3,41.31,5628.94,232644.11
2/12/2019,LTCUSD,42.6,44.15,41.41,44.15,3316.19,143481.21
2/11/2019,LTCUSD,46.48,46.91,41.42,42.6,11190.25,488247.22
2/10/2019,LTCUSD,43.86,47.37,41.51,46.48,26680.89,1200197.18
2/9/2019,LTCUSD,42.33,45.99,41.9,43.86,18147.82,792933.31
2/8/2019,LTCUSD,32.78,44.44,32.59,42.33,71932.02,2781810.44
2/7/2019,LTCUSD,32.55,33.3,32.5,32.78,1619.8,53074.75
2/6/2019,LTCUSD,34.01,34.1,31.96,32.55,7763.08,251962.4
2/5/2019,LTCUSD,33.8,34.09,33.26,34.01,4645.97,156592.21
2/4/2019,LTCUSD,33.06,34.36,33.06,33.8,4057.42,136926.29
2/3/2019,LTCUSD,34.46,34.46,32.77,33.06,6637.13,222236.23
2/2/2019,LTCUSD,32.68,34.7,32.2,34.46,5499.29,184577.99
2/1/2019,LTCUSD,31.28,33.15,30.51,32.68,6394.18,203410.22
1/31/2019,LTCUSD,31.32,32.16,30.92,31.28,4697.19,146947.51
1/30/2019,LTCUSD,30.7,31.72,30.26,31.32,4405.34,136704.4
1/29/2019,LTCUSD,31,31.12,30,30.7,3407.22,104846.94
1/28/2019,LTCUSD,32.27,32.36,29.88,31,12739.73,393252.93
1/27/2019,LTCUSD,32.8,32.99,31.36,32.27,2271.06,72925.16
1/26/2019,LTCUSD,32.6,34.5,32.01,32.8,7858.58,259833.31
1/25/2019,LTCUSD,32.54,32.99,31.84,32.6,5724.46,185564.97
1/24/2019,LTCUSD,31.68,33.06,31.09,32.54,7457.48,242122.38
1/23/2019,LTCUSD,31.43,32.15,31.36,31.68,3304.3,105014.64
1/22/2019,LTCUSD,30.93,31.93,29.5,31.43,13695.84,421917.45
1/21/2019,LTCUSD,30.65,31.43,30.33,30.93,8116.69,249385.37
1/20/2019,LTCUSD,32.32,33.13,30.19,30.65,10761.61,337781.07
1/19/2019,LTCUSD,30.77,33.09,30.77,32.32,7357.62,237717.01
1/18/2019,LTCUSD,31.72,31.93,30.57,30.77,9384.74,294837.17
1/17/2019,LTCUSD,31.32,37.5,30.05,31.72,12400,392736.03
1/16/2019,LTCUSD,30.98,31.9,30.6,31.32,3025.75,94302.16
1/15/2019,LTCUSD,32.47,32.47,30.26,30.98,9582.75,300019.34
1/14/2019,LTCUSD,29.95,32.61,29.74,32.47,6416.37,199306.88
1/13/2019,LTCUSD,32.03,33.26,29.52,29.95,9183.6,283668.48
1/12/2019,LTCUSD,31.78,32.89,31.15,32.03,7302.71,235285.89
1/11/2019,LTCUSD,33.36,39.3,31.11,31.78,12957.26,427749.4
1/10/2019,LTCUSD,38.61,39.25,32.01,33.36,37728.88,1294379.29
1/9/2019,LTCUSD,39.21,40.03,38.43,38.61,6944.18,272058.02
1/8/2019,LTCUSD,37.75,41,37.61,39.21,22826.73,890846.39
1/7/2019,LTCUSD,39,39.53,37.23,37.75,9426.12,360361.42
1/6/2019,LTCUSD,34.59,40,34.24,39,24370.56,915158.92
1/5/2019,LTCUSD,32.27,36,32.01,34.59,7105.48,246241.19
1/4/2019,LTCUSD,31.65,32.63,31.02,32.27,4788.99,152137.36
1/3/2019,LTCUSD,33,33.49,31,31.65,10274.08,328673.05
1/2/2019,LTCUSD,31.64,33.5,31.42,33,12678.24,412109.69
